,route,time,departure airport,arrival airport,departure city,arrival city
1328,"{'ULV', 'LED'}",127.5,ULV,LED,Ulyanovsk,St. Petersburg
1329,"{'ULV', 'SVO'}",105.0,ULV,SVO,Ulyanovsk,Moscow
1330,"{'ULV', 'VKO'}",95.0,ULV,VKO,Ulyanovsk,Moscow
1331,"{'UME', 'ARN'}",65.0,UME,ARN,Umeå,Stockholm
1332,"{'UUA', 'VKO'}",110.0,UUA,VKO,Bugulma,Moscow
1333,"{'VAA', 'HEL'}",60.0,VAA,HEL,Vaasa,Helsinki
1334,"{'CGN', 'VAR'}",165.0,CGN,VAR,Köln (Cologne),Varna
1335,"{'VAR', 'HAM'}",160.0,VAR,HAM,Varna,Hamburg
1336,"{'VCE', 'AMS'}",112.5,VCE,AMS,Venezia (VE),Amsterdam
1337,"{'VCE', 'BCN'}",117.5,VCE,BCN,Venezia (VE),Barcelona
1338,"{'VCE', 'BRI'}",80.0,VCE,BRI,Venezia (VE),Bari
1339,"{'VCE', 'CDG'}",110.0,VCE,CDG,Venezia (VE),Paris
1340,"{'VCE', 'CTA'}",108.33333333333331,VCE,CTA,Venezia (VE),Catania
1341,"{'VCE', 'EDI'}",165.0,VCE,EDI,Venezia (VE),Edinburgh
1342,"{'VCE', 'FCO'}",75.0,VCE,FCO,Venezia (VE),Rome
1343,"{'VCE', 'FRA'}",90.0,VCE,FRA,Venezia (VE),Frankfurt am Main
1344,"{'VCE', 'LHR'}",140.0,VCE,LHR,Venezia (VE),London
1345,"{'VCE', 'LIS'}",190.0,VCE,LIS,Venezia (VE),Lisbon
1346,"{'VCE', 'MAD'}",165.0,VCE,MAD,Venezia (VE),Madrid
1347,"{'VCE', 'MAN'}",145.0,VCE,MAN,Venezia (VE),Manchester
1348,"{'VCE', 'MUC'}",65.0,VCE,MUC,Venezia (VE),Munich
1349,"{'VCE', 'NAP'}",75.0,VCE,NAP,Venezia (VE),Napoli
1350,"{'VCE', 'ORY'}",110.0,VCE,ORY,Venezia (VE),Paris
1351,"{'VCE', 'PMO'}",95.0,VCE,PMO,Venezia (VE),Palermo
1352,"{'VCE', 'SKP'}",100.0,VCE,SKP,Venezia (VE),Ilinden
1353,"{'VCE', 'STN'}",135.0,VCE,STN,Venezia (VE),London
1354,"{'VCE', 'SUF'}",100.0,VCE,SUF,Venezia (VE),Lamezia Terme (CZ)
1355,"{'VGO', 'BCN'}",105.0,VGO,BCN,Vigo,Barcelona
1356,"{'VGO', 'MAD'}",75.0,VGO,MAD,Vigo,Madrid
1357,"{'VIE', 'AGP'}",200.0,VIE,AGP,Vienna,Málaga
1358,"{'VIE', 'ATH'}",125.0,VIE,ATH,Vienna,Spata-Artemida
1359,"{'VIE', 'BCN'}",142.5,VIE,BCN,Vienna,Barcelona
1360,"{'VIE', 'BGY'}",85.0,VIE,BGY,Vienna,Orio al Serio (BG)
1361,"{'VIE', 'BRU'}",105.0,VIE,BRU,Vienna,Zaventem
1362,"{'VIE', 'CDG'}",122.5,VIE,CDG,Vienna,Paris
1363,"{'VIE', 'CLJ'}",80.0,VIE,CLJ,Vienna,Cluj-Napoca
1364,"{'VIE', 'FUE'}",285.0,VIE,FUE,Vienna,El Matorral
1365,"{'VIE', 'GVA'}",95.0,VIE,GVA,Vienna,Geneva
1366,"{'VIE', 'HAM'}",95.0,VIE,HAM,Vienna,Hamburg
1367,"{'VIE', 'HEL'}",147.5,VIE,HEL,Vienna,Helsinki
1368,"{'VIE', 'KLU'}",45.0,VIE,KLU,Vienna,Klagenfurt am Wörthersee
1369,"{'VIE', 'LGW'}",142.5,VIE,LGW,Vienna,"Gatwick, Surrey"
1370,"{'VIE', 'LUX'}",110.0,VIE,LUX,Vienna,Luxembourg
1371,"{'VIE', 'MAD'}",190.0,VIE,MAD,Vienna,Madrid
1372,"{'VIE', 'MLA'}",140.0,VIE,MLA,Vienna,Valletta
1373,"{'VIE', 'MUC'}",62.5,VIE,MUC,Vienna,Munich
1374,"{'VIE', 'MXP'}",85.0,VIE,MXP,Vienna,Ferno (VA)
1375,"{'VIE', 'OTP'}",100.0,VIE,OTP,Vienna,Otopeni
1376,"{'VIE', 'SDR'}",160.0,VIE,SDR,Vienna,Santander
1377,"{'VIE', 'STR'}",75.0,VIE,STR,Vienna,Stuttgart
1378,"{'VIE', 'TLL'}",145.0,VIE,TLL,Vienna,Tallinn
1379,"{'VIE', 'TOS'}",220.0,VIE,TOS,Vienna,Tromsø
1380,"{'VIE', 'ZRH'}",81.66666666666667,VIE,ZRH,Vienna,Zurich
1381,"{'VKO', 'GRV'}",195.0,VKO,GRV,Moscow,Grozny
1382,"{'KGD', 'VKO'}",115.0,KGD,VKO,Kaliningrad,Moscow
1383,"{'VKO', 'KUF'}",112.5,VKO,KUF,Moscow,Samara
1384,"{'VKO', 'LED'}",90.0,VKO,LED,Moscow,St. Petersburg
1385,"{'VKO', 'MMK'}",155.0,VKO,MMK,Moscow,Murmansk
1386,"{'NBC', 'VKO'}",110.0,NBC,VKO,Nizhnekamsk,Moscow
1387,"{'VLC', 'BLQ'}",120.0,VLC,BLQ,Valencia,Bologna
1388,"{'VLC', 'BRU'}",142.5,VLC,BRU,Valencia,Zaventem
1389,"{'VLC', 'MAD'}",62.5,VLC,MAD,Valencia,Madrid
1390,"{'VLC', 'OPO'}",95.0,VLC,OPO,Valencia,Porto
1391,"{'VNO', 'AGP'}",265.0,VNO,AGP,Vilnius,Málaga
1392,"{'VNO', 'BVA'}",160.0,VNO,BVA,Vilnius,Tillé
1393,"{'VNO', 'HEL'}",105.0,VNO,HEL,Vilnius,Helsinki
1394,"{'VNO', 'MUC'}",125.0,VNO,MUC,Vilnius,Munich
1395,"{'VOG', 'LED'}",155.0,VOG,LED,Volgograd,St. Petersburg
1396,"{'VOG', 'SVO'}",125.0,VOG,SVO,Volgograd,Moscow
1397,"{'VOG', 'VKO'}",107.5,VOG,VKO,Volgograd,Moscow
1398,"{'VOZ', 'LED'}",115.0,VOZ,LED,Voronezh,St. Petersburg
1399,"{'VRN', 'GDN'}",125.0,VRN,GDN,Caselle (VR),Gdańsk
1400,"{'VRN', 'POZ'}",107.5,VRN,POZ,Caselle (VR),Poznań
1401,"{'VRN', 'SUF'}",95.0,VRN,SUF,Caselle (VR),Lamezia Terme (CZ)
1402,"{'VSE', 'CAT'}",50.0,VSE,CAT,Viseu,Cascais
1403,"{'VSE', 'VRL'}",10.0,VSE,VRL,Viseu,Vila Real
1404,"{'WAW', 'AMS'}",130.0,WAW,AMS,Warsaw,Amsterdam
1405,"{'WAW', 'ATH'}",150.0,WAW,ATH,Warsaw,Spata-Artemida
1406,"{'WAW', 'BCN'}",190.0,WAW,BCN,Warsaw,Barcelona
1407,"{'WAW', 'BGY'}",127.5,WAW,BGY,Warsaw,Orio al Serio (BG)
1408,"{'WAW', 'BRU'}",127.5,WAW,BRU,Warsaw,Zaventem
1409,"{'WAW', 'BUD'}",80.0,WAW,BUD,Warsaw,Budapest
1410,"{'WAW', 'CDG'}",150.0,WAW,CDG,Warsaw,Paris
1411,"{'WAW', 'CLJ'}",90.0,WAW,CLJ,Warsaw,Cluj-Napoca
1412,"{'WAW', 'FUE'}",330.0,WAW,FUE,Warsaw,El Matorral
1413,"{'WAW', 'GDN'}",57.5,WAW,GDN,Warsaw,Gdańsk
1414,"{'WAW', 'GNB'}",140.0,WAW,GNB,Warsaw,Saint-Étienne-de-Saint-Geoirs
1415,"{'WAW', 'GVA'}",140.0,WAW,GVA,Warsaw,Geneva
1416,"{'WAW', 'HEL'}",105.0,WAW,HEL,Warsaw,Helsinki
1417,"{'WAW', 'KRK'}",57.5,WAW,KRK,Warsaw,Balice
1418,"{'WAW', 'KTW'}",50.0,WAW,KTW,Warsaw,Ożarowice
1419,"{'WAW', 'LHR'}",170.0,WAW,LHR,Warsaw,London
1420,"{'WAW', 'LJU'}",95.0,WAW,LJU,Warsaw,Zgornji Brnik
1421,"{'WAW', 'LTN'}",155.0,WAW,LTN,Warsaw,"Luton, Bedfordshire"
1422,"{'WAW', 'MUC'}",105.0,WAW,MUC,Warsaw,Munich
1423,"{'WAW', 'OTP'}",110.0,WAW,OTP,Warsaw,Otopeni
1424,"{'WAW', 'PRG'}",80.0,WAW,PRG,Warsaw,Prague
1425,"{'WAW', 'TLL'}",97.5,WAW,TLL,Warsaw,Tallinn
1426,"{'WAW', 'VNO'}",67.5,WAW,VNO,Warsaw,Vilnius
1427,"{'WAW', 'VRN'}",120.0,WAW,VRN,Warsaw,Caselle (VR)
1428,"{'WAW', 'WRO'}",56.66666666666666,WAW,WRO,Warsaw,Wrocław
1429,"{'WAW', 'ZRH'}",125.0,WAW,ZRH,Warsaw,Zurich
1430,"{'WMI', 'AGP'}",237.5,WMI,AGP,Warsaw,Málaga
1431,"{'WMI', 'BCN'}",184.5,WMI,BCN,Warsaw,Barcelona
1432,"{'WMI', 'CIA'}",137.5,WMI,CIA,Warsaw,Rome
1433,"{'WMI', 'CRL'}",125.0,WMI,CRL,Warsaw,Charleroi
1434,"{'WRO', 'AGP'}",220.0,WRO,AGP,Wrocław,Málaga
1435,"{'WRO', 'BHX'}",125.0,WRO,BHX,Wrocław,Birmingham
1436,"{'BVA', 'WRO'}",115.0,BVA,WRO,Tillé,Wrocław
1437,"{'WRO', 'VLC'}",187.5,WRO,VLC,Wrocław,Valencia
1438,"{'XRY', 'BCN'}",105.0,XRY,BCN,Jerez de la Frontera,Barcelona
1439,"{'XRY', 'MAD'}",77.5,XRY,MAD,Jerez de la Frontera,Madrid
1440,"{'ZAG', 'AMS'}",130.0,ZAG,AMS,Zagreb,Amsterdam
1441,"{'ZAG', 'CRL'}",115.0,ZAG,CRL,Zagreb,Charleroi
1442,"{'ZAG', 'HHN'}",95.0,ZAG,HHN,Zagreb,Frankfurt am Main (Lautzenhausen)
1443,"{'ZAG', 'LHR'}",155.0,ZAG,LHR,Zagreb,London
1444,"{'ZAG', 'MUC'}",70.0,ZAG,MUC,Zagreb,Munich
1445,"{'ZAG', 'SJJ'}",50.0,ZAG,SJJ,Zagreb,Sarajevo
1446,"{'ZAG', 'SPU'}",50.0,ZAG,SPU,Zagreb,Split
1447,"{'ZAG', 'VIE'}",50.0,ZAG,VIE,Zagreb,Vienna
1448,"{'ZAG', 'ZRH'}",90.0,ZAG,ZRH,Zagreb,Zurich
1449,"{'ZAZ', 'BVA'}",105.0,ZAZ,BVA,Zaragoza,Tillé
1450,"{'ZRH', 'AGP'}",155.0,ZRH,AGP,Zurich,Málaga
1451,"{'ZRH', 'ARN'}",145.0,ZRH,ARN,Zurich,Stockholm
1452,"{'ZRH', 'BCN'}",105.0,ZRH,BCN,Zurich,Barcelona
1453,"{'ZRH', 'BLQ'}",70.0,ZRH,BLQ,Zurich,Bologna
1454,"{'ZRH', 'BRU'}",72.5,ZRH,BRU,Zurich,Zaventem
1455,"{'ZRH', 'CDG'}",75.0,ZRH,CDG,Zurich,Paris
1456,"{'ZRH', 'EDI'}",135.0,ZRH,EDI,Zurich,Edinburgh
1457,"{'ZRH', 'GOT'}",120.0,ZRH,GOT,Zurich,Gothenburg
1458,"{'ZRH', 'GVA'}",55.0,ZRH,GVA,Zurich,Geneva
1459,"{'ZRH', 'HAM'}",82.5,ZRH,HAM,Zurich,Hamburg
1460,"{'ZRH', 'HEL'}",170.0,ZRH,HEL,Zurich,Helsinki
1461,"{'ZRH', 'MAD'}",145.0,ZRH,MAD,Zurich,Madrid
1462,"{'ZRH', 'MUC'}",55.0,ZRH,MUC,Zurich,Munich
1463,"{'ZRH', 'OPO'}",160.0,ZRH,OPO,Zurich,Porto
1464,"{'ZRH', 'OTP'}",150.0,ZRH,OTP,Zurich,Otopeni
1465,"{'ZRH', 'PRN'}",127.5,ZRH,PRN,Zurich,Prishtina
1466,"{'ZRH', 'RVN'}",205.0,ZRH,RVN,Zurich,Rovaniemi
1467,"{'ZRH', 'STR'}",45.0,ZRH,STR,Zurich,Stuttgart
1468,"{'ZTH', 'ATH'}",62.5,ZTH,ATH,Zakynthos,Spata-Artemida
